actor1,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Sam Eidson,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Julian Glover,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Coralie Revel,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Christine Bottomley,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Jean-Pierre Talbot,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Naohito Fujiki,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Brandy Norwood,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Adam Cheng,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Kazuya Nakayama,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Jeni Courtney,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Marc Senter,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Cathy Podewell,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Nicola Fiore,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Rami Malek,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Frank Vincent,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Ralph Arlyck,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Talia Zucker,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Josep Maria Pou,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Pablo Mezz,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Haruhiko Katô,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Agnes Kittelsen,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Scott Jacoby,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Spencer Lofranco,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Travis Fimmel,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Thomas Michael,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Shane McDermott,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Joe Spinell,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
John McElhone,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Mack Sennett,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Melissa Errico,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Susanne Sachße,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Pierre-Ndoffé Sarr,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Reina Triendl,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Larisa Guzeeva,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Julija Steponaitytė,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Maria Callas,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Mehmet Kurtulus,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
James Gunn,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Shredi Jabarin,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Will Hutchins,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Anjanette Comer,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Hidetoshi Nishijima,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Arnaldo Baptista,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Viktor Tsoy,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Ed Helms,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Shane Jacobson,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Stefano Cassetti,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Madeleine Martin,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Kanata Hongo,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Paz Bascuñan,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Edith Clever,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Garance Clavel,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Muriel Wimmer,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Deborah Ann Woll,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Guslagie Malanga,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Emily Grace,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Christiane Paul,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Ben Bonenfant,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Milt Kahl,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Susan Penhaligon,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Jonah Bobo,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Marie Kyselková,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Harriet Owen,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Malachi Kirby,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Susan Lynch,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Silvia Monfort,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Tiffany Dupont,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Alyson Stoner,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Tristan Barr,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Niall Ferguson,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Chris Brown,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Tenoch Huerta,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Eric Ruffin,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Norah Jones,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Ed Bishop,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Ross Lynch,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Hsin Li,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Twist-Twist Erkinharju,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Rinal Mukhametov,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Nick Ferrucci,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Bruno Todeschini,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Ray Bradbury,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
'Spring' Mark Adley,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Fabrício Boliveira,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Milhem Cortaz,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Fala Chen,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Sullivan Stapleton,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Annie Cordy,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
William Hopper,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Siam Yu,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Gina Philips,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Grażyna Długołęcka,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Trini Alvarado,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Flora Martínez,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Patrick McVey,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Tetsurô Sagawa,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Vangelis Kazan,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Felissa Rose,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Tim McGraw,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Christel Bodenstein,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
May Clark,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
David Paymer,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Beverly Garland,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Steven Geray,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Don Rickles,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Gabriel Luna,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Claudia Karvan,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Tim Heidecker,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Valérie Kaprisky,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Erica Linz,6.1,1,6.1,6485.0,9256.0,7870.5,8743.5
Blythe Danner,4.05,4,16.2,13142.5,2673.0,7907.75,8862.0
Richard Riehle,4.466666666666668,3,13.400000000000002,12602.0,3229.0,7915.5,8863.0
Sharon Lawrence,4.466666666666667,3,13.4,12603.5,3241.5,7922.5,8864.5
Simon Phillips,4.466666666666667,3,13.4,12603.5,3241.5,7922.5,8864.5
Jaclyn Smith,3.7600000000000002,5,18.8,13548.5,2297.5,7923.0,8866.5
Christopher Meloni,3.7600000000000002,5,18.8,13548.5,2297.5,7923.0,8866.5
Jeanette MacDonald,2.975,8,23.8,14079.0,1784.0,7931.5,8868.0
Michael Ironside,3.7399999999999998,5,18.7,13556.5,2314.0,7935.25,8869.5
Darren McGavin,3.7399999999999998,5,18.7,13556.5,2314.0,7935.25,8869.5
John Saxon,3.4166666666666665,6,20.5,13798.0,2077.0,7937.5,8871.0
Keiji Sada,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
James Marshall,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Marsha Mason,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Rosie Perez,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Brendan Fehr,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Johan Rheborg,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Jodi Lyn O'Keefe,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Devon Werkheiser,4.433333333333334,3,13.3,12627.0,3291.0,7959.0,8875.5
Jennie Garth,3.7,5,18.5,13590.5,2351.0,7970.75,8880.0
Christopher Connelly,4.0,4,16.0,13257.0,2685.0,7971.0,8881.5
Sara Paxton,4.0,4,16.0,13257.0,2685.0,7971.0,8881.5
French Stewart,4.4,3,13.200000000000001,12691.0,3315.0,8003.0,8883.0
Andrew Dice Clay,3.6399999999999997,5,18.2,13635.5,2399.0,8017.25,8884.0
Beanie Sigel,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Adam Wingard,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Elizabeth Berkley,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Sola Aoi,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Lara Wendel,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Rachel Miner,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Deng Chao,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Ahmed Ahmed,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
Paul Michael Lévesque,4.95,2,9.9,11583.0,4470.5,8026.75,8889.0
David Krumholtz,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Mads Ousdal,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Sara Foster,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Fred Testot,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
James Karen,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Sue Price,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Phillip Rhee,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Fran Kranz,4.949999999999999,2,9.899999999999999,11592.5,4479.5,8036.0,8897.5
Antonio Sabàto,3.2833333333333337,6,19.700000000000003,13905.0,2167.5,8036.25,8902.0
Donald Sinden,4.3999999999999995,3,13.2,12745.5,3332.5,8039.0,8904.5
Chuck Berry,4.3999999999999995,3,13.2,12745.5,3332.5,8039.0,8904.5
Jayne Mansfield,4.3999999999999995,3,13.2,12745.5,3332.5,8039.0,8904.5
Christoph Bach,4.3999999999999995,3,13.2,12745.5,3332.5,8039.0,8904.5
Daniel Bernhardt,3.9250000000000003,4,15.700000000000001,13379.0,2713.0,8046.0,8907.0
Molly Shannon,3.925,4,15.7,13380.0,2719.0,8049.5,8908.0
Robbie Coltrane,4.366666666666667,3,13.100000000000001,12751.5,3356.5,8054.0,8909.5
Konkona Sen Sharma,4.366666666666667,3,13.100000000000001,12751.5,3356.5,8054.0,8909.5
Brett Halsey,3.9000000000000004,4,15.600000000000001,13383.5,2727.0,8055.25,8911.0
Trevor Morgan,4.366666666666666,3,13.1,12754.5,3376.5,8065.5,8913.0
Julia Jentsch,4.366666666666666,3,13.1,12754.5,3376.5,8065.5,8913.0
Amber Benson,4.366666666666666,3,13.1,12754.5,3376.5,8065.5,8913.0
Robert Woods,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Dar Salim,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Diora Baird,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Bryant Haliday,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Fabio Volo,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Billy Boyd,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Clea DuVall,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Mikhail Galustyan,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Sophia Takal,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Rachel Nichols,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Michael Beach,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Daveigh Chase,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Joanna Kerns,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Marie Vinck,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Harry Nilsson,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Allison Miller,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Joonas Saartamo,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Carl Weathers,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
Alejo Sauras,4.9,2,9.8,11690.5,4494.0,8092.25,8924.0
John Schneider,3.1666666666666665,6,19.0,13947.0,2269.0,8108.0,8934.0
Kari Wuhrer,3.825,4,15.3,13458.0,2781.5,8119.75,8937.0
Tommy Kirk,3.825,4,15.3,13458.0,2781.5,8119.75,8937.0
John Astin,3.825,4,15.3,13458.0,2781.5,8119.75,8937.0
Renée Soutendijk,3.825,4,15.3,13458.0,2781.5,8119.75,8937.0
Kim Coates,3.825,4,15.3,13458.0,2781.5,8119.75,8937.0
Larry Parks,4.3,3,12.9,12849.5,3436.0,8142.75,8940.5
Tom Gerhardt,4.3,3,12.9,12849.5,3436.0,8142.75,8940.5
Dyan Cannon,4.3,3,12.899999999999999,12849.5,3448.0,8148.75,8942.0
Michael Carr,3.8,4,15.2,13502.0,2806.0,8154.0,8943.0
Benjamin Dickinson,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Paula Wessely,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Mitchell Anderson,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Randy Orton,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Michael Shulman,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
John Lydon,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Christopher Allport,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Jessica Rothe,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Scott Plank,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Matt LeBlanc,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Aneurin Barnard,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Eric Bogosian,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Aftab Shivdasani,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
James Marsters,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Arthur V. Johnson,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Jack Reynor,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
François Sagat,4.85,2,9.7,11794.0,4515.0,8154.5,8952.0
Shabana Azmi,3.0833333333333335,6,18.5,13974.0,2351.0,8162.5,8961.0
Kellie Martin,3.44,5,17.2,13794.0,2552.0,8173.0,8962.0
Hallee Hirsh,4.800000000000001,2,9.600000000000001,11823.0,4528.0,8175.5,8965.0
Vanessa Marcil,4.800000000000001,2,9.600000000000001,11823.0,4528.0,8175.5,8965.0
Adam Ant,4.800000000000001,2,9.600000000000001,11823.0,4528.0,8175.5,8965.0
Björn Skifs,4.800000000000001,2,9.600000000000001,11823.0,4528.0,8175.5,8965.0
Brigitte Lahaie,4.800000000000001,2,9.600000000000001,11823.0,4528.0,8175.5,8965.0
Forrest Tucker,3.7750000000000004,4,15.100000000000001,13544.0,2815.5,8179.75,8968.0
Miles O'Keeffe,3.775,4,15.1,13545.0,2824.0,8184.5,8969.0
Vladimir Ilin,4.266666666666667,3,12.8,12922.5,3475.5,8199.0,8971.0
Denis Moschitto,4.266666666666667,3,12.8,12922.5,3475.5,8199.0,8971.0
Anita Ekberg,4.266666666666667,3,12.8,12922.5,3475.5,8199.0,8971.0
Richard Thomas,3.3600000000000003,5,16.8,13832.0,2604.0,8218.0,8973.0
Carole Landis,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Steven Waddington,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Jason Gedrick,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Scott Bairstow,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Sofia Helin,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Conrad Nagel,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Dragan Nikolić,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Joshua Leonard,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Jessica Simpson,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Elizabeth Hurley,4.8,2,9.6,11921.0,4535.5,8228.25,8978.5
Kelly Hu,4.233333333333333,3,12.7,12938.5,3521.0,8229.75,8985.5
Jacques Dutronc,4.233333333333333,3,12.7,12938.5,3521.0,8229.75,8985.5
Joseph Bologna,4.233333333333333,3,12.7,12938.5,3521.0,8229.75,8985.5
Dmitriy Kharatyan,4.233333333333333,3,12.7,12938.5,3521.0,8229.75,8985.5
Corin Nemec,3.3200000000000003,5,16.6,13842.0,2634.0,8238.0,8988.0
Catherine Spaak,3.3,5,16.5,13874.0,2649.5,8261.75,8989.0
Al Jolson,3.6500000000000004,4,14.600000000000001,13626.5,2906.5,8266.5,8990.0
Tony Danza,4.2,3,12.6,12982.5,3567.0,8274.75,8991.0
Roy Rogers,3.2600000000000002,5,16.3,13907.0,2664.5,8285.75,8992.0
Bill Bixby,3.625,4,14.5,13640.0,2939.0,8289.5,8993.0
Jane March,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Rosalind Allen,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Jonathon Trent,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Aleksey Makarov,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
John Hodiak,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Sergei Stolyarov,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Efren Ramirez,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Chiquito de la Calzada,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Sasha Grey,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Jack Huston,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Sergey Garmash,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
John Stamos,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Serge Gainsbourg,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Tura Satana,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Zana Marjanović,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Howard Duff,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Sherilyn Fenn,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Gail Harris,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Otto Kruger,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Yuri Chursin,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Lee Remick,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Viktor Avilov,4.75,2,9.5,12055.0,4555.0,8305.0,9004.5
Franco Franchi,3.2,5,16.0,13932.0,2685.0,8308.5,9016.5
Lou Ferrigno,3.2,5,16.0,13932.0,2685.0,8308.5,9016.5
Gabriel Mann,4.166666666666667,3,12.5,13023.0,3602.5,8312.75,9018.0
Gregory Harrison,3.5999999999999996,4,14.399999999999999,13685.0,2966.5,8325.75,9019.0
Jamie Kennedy,4.133333333333334,3,12.4,13037.0,3629.5,8333.25,9020.0
George Zucco,4.133333333333333,3,12.399999999999999,13038.5,3647.0,8342.75,9021.5
Terry O'Quinn,4.133333333333333,3,12.399999999999999,13038.5,3647.0,8342.75,9021.5
Ken Clark,2.8333333333333335,6,17.0,14120.0,2581.0,8350.5,9023.0
George Montgomery,3.5250000000000004,4,14.100000000000001,13696.0,3028.5,8362.25,9024.0
Tomorowo Taguchi,4.1000000000000005,3,12.3,13045.0,3684.5,8364.75,9025.5
Spede Pasanen,4.1000000000000005,3,12.3,13045.0,3684.5,8364.75,9025.5
Bubba Smith,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Hiroko Yakushimaru,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Daria Nicolodi,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Kari-Pekka Toivonen,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Henry Hull,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Booboo Stewart,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Janne Virtanen,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Ryan Robbins,4.7,2,9.4,12159.0,4573.5,8366.25,9030.5
Eppu Pastinen,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Vanity,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Wesley Elder,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Ruth Cracknell,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Luke Edwards,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jaime Camil,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Luk Wyns,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Loye Hawkins,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Roger De Vlaeminck,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jānis Reinis,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Chris Jai Alex,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Josafat Vagni,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Lucas Till,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jörg Pleva,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Russell Harvard,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Andrew Airlie,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Alan King,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Luisa Williams,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jordan Chan,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
András Szabó,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jake Robbins,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jason Palmer,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Andrey Kaykov,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Olivier Guéritée,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Joshua Schaefer,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Bill Milner,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Louie Anderson,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Shin'ichi Himori,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Nathan Forrest Winters,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Leatrice Joy,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Olivia Tykocki,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jordan Peele,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Luciano Ligabue,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Eline Kuppens,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Guillermo Francella,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Ekaterina Guseva,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Sergey Gorobchenko,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Jake Williams,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Peter Chang Chi-Long,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Sergey Puskepalis,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Bill Elliott,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Hiroki Suzuki,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Paulo Betti,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Mark Salzman,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
François-Xavier Demaison,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Olli Dittrich,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Hope Davis,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Callie Angell,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Werner Peters,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Joren Seldeslachts,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Elise Lhomeau,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Ryan Payne Bell,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Francis Huster,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Olle Sarri,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Veruschka von Lehndorff,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Catya Sassoon,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Rolf Jarl,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Sven-Bertil Taube,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Lucille Bremer,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Andrey Podoshian,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Josh Zuckerman,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Rodolphe Marconi,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Cab Calloway,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Béla Fleck,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
Lorenza Indovina,6.0,1,6.0,7137.5,9659.5,8398.5,9307.5
