actor2,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Pom Klementieff,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Francis Renaud,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Brittany Curran,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Jean-Hugues Anglade,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Jeanne Tripplehorn,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Natalya Arinbasarova,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Bojan Navojec,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Tim Draxl,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Sophia Bush,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Capucine,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Judith Chemla,5.25,2,10.5,15081.5,5503.0,10292.25,11097.0
Tara Fitzgerald,4.32,5,21.6,18371.0,2221.0,10296.0,11113.0
Dylan Walsh,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Micheline Presle,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Kirk Cameron,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Josie Bissett,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Gracie Allen,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Frank Finlay,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Steve James,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Lou Ferrigno,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Carlos Alazraqui,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Mary Pickford,4.833333333333333,3,14.5,17043.0,3556.5,10299.75,11118.5
Mikko Leppilampi,4.319999999999999,5,21.599999999999998,18372.0,2228.5,10300.25,11124.0
Yu-mi Kim,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mark Herlehy,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Theo Trebs,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Malene Rasmussen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alexandru Papadopol,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Chance Ward,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alexandra Lencastre,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Malachi Kirby,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Amy Acker,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alexander Siddig,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yu Oh-seong,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Amrish Puri,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mallika Sherawat,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mark Woodbury,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Catherine Baranov,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Maccio Capatonda,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kiki of Montparnasse,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yacine Belhousse,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kiki Sugino,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alex Peters,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Cassen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yannis Bostantzoglou,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yannis Totsikas,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Marshall R. Teague,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alyce LaTourelle,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
László Horváth,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yasmin Paige,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
László Gyémánt,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mike McLaughlin,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Catherine-Isabelle Duport,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Magda Schneider,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lyubov Orlova,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Thomas Blumenthal,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alkis Panagiotidis,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alissa Skovbye,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yoon Kye-sang,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Magdalena Berus,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Klára Issová,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Martin Feifel,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vebjørn Enger,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vassilis Haralambopoulos,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Aleksandra Śląska,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Meifeng Chen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Albert Austin,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Barbara Rütting,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lene Nystrøm,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Barbara Adams,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lene Maria Christensen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mar Bordallo,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Len Cariou,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bart Slegers,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Michal Bat-Sheva Rand,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bastiaan Ragas,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bastian Pastewka,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Başak Köklükaya,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tom Wopat,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Melissa LaCasse,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Megan Follows,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vera Zorina,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lina El Arabi,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Byron Sanders,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bunga Citra Lestari,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Victor Janson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Maxine Bahns,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Audrey Long,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lewis Rainer,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Manuel Ojeda,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lewis McGibbon,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vibhavari Deshpande,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tom Schimmels,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ayaka Miyoshi,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Aydemir Akbaş,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ayesha Dharker,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lesleh Donaldson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bruce Lee,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Aurora Ruffino,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kou Machida,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tommi Eronen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ben Rottiers,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Truman Capote,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Laura Marano,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alejandra Adame,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Trin Miller,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Toshie Kimura,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bo Svenson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alec Medlock,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Brant Daugherty,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Toshihiko Seki,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Travis Tedford,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Travis Fimmel,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bobby Sommer,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Marc Labrèche,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Michael Hui,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Michael Hyatt,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lanny Ross,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bob Jones,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Melkar Muallem,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Michael Chen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lauren Mote,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Uschi Glas,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lee Jong-hyuk,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tommy Wong Kwong-Leung,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Brian Herzlinger,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Meredith Snaider,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Berkeley Breathed,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Beth Cordingly,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bill Murto,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Albert Sinkys,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Udo Samel,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yveline Cery,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Betta St. John,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bettina Devin,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tony Forsyth,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tônia Carrero,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Brenna O'Brien,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Michael Reilly Burke,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Martin Durkin,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Maurizio Ferrini,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Arzu Bazman,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lucie Mannheim,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Andy Goldenberg,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lucia Snieg,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Will Oldham,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Anemone Valcke,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lucas Yeeda,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Maryke Hendrikse,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
André Lubrano,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Angela Featherstone,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Angela Rodriguez,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tim Hodge,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wesley Walker,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Anita Ekström,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kiowa Gordon,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Carmen Machi,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wende Snijders,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Miguel Torruco,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wayne Burton,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tim Armstrong,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mihalis Marinos,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wu Xiubo,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lynn Merrick,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ana Reis,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kim Hee-sun,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kim In-mun,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mikael Tornving,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wojciech Pokora,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mary Moder,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wing-Kin Lau,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
William Rice,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tijn Docter,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Marion O'Dwyer,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mika Shinohara,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lucyna Winnicka,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Carolina Gómez,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Miho Nakaido,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Andree Maranda,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Maurizio Bonuglia,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alana Aspinall,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lorraine Ashbourne,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vinícius de Oliveira,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vinny Curran,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Michelle Hurst,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Koichi Todome,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ariane Schluter,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ariel Schulman,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Arif Herati,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lisa Harrow,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Arj Barker,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Arnd Klawitter,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Linda Kerridge,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Bérengère Krief,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Viktoriya Isakova,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Viktoria Winge,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Arthur White,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Vigga Bro,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Armando Araiza,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Anna Kotova,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Matthew Delamere,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Todd Curtis,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Master P,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Timur Temirov,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Lorna Brown,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Carlo Buccirosso,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Tina Kellegher,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Carla Crespo,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Carla Balenda,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Yuki Matsuoka,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Annabella Piugattuk,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Alex English,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Annu Valonen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Volkan Özcan,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Matt Corboy,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Matt Lynch,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Carine Crutzen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Livia Rossi,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Wallace Reid,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Isabel Ruth,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Junko Miyashita,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sarit Larry,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Eamon Farren,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
E.J. Bonilla,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Niklas Frank,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
John Shea,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dudley Moore,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Zoe Lister-Jones,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sergei Yursky,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sergey Byzgu,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dreama Walker,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nienke Brinkhuis,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Douangmany Soliphanh,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dorothy Atkinson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dorian Brown,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nicole Jaffe,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sharon Maiden,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Jon Seda,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Don Thompson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Jonathan Cain,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sheila Allen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Jonás Elfenbaum,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Jordian Alex,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nick Benedict,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Jorge Molina,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dido Miles,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Shin Goo,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dick Haymes,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Josefin Asplund,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Eberhard Esche,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ed Gaughan,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sebastian Schipper,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ed Viesturs,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Enayatullah,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Emily Ratajkowski,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sandra Alberti,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Joe Mullaney,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Elliot Ngok,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Aditya Srivastava,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Joey Camen,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sara Melleri,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Norihei Miki,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Joghis Seudin Arias,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Norah Baring,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sarah Burns,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Johann Urb,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Diana Sands,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sarah Steele,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Savely Kramarov,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Elcin Atamgüc,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Savion Glover,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Elaine Cassidy,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Ekkehardt Belle,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
John Conor Brooke,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Egor Koreshkov,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nirup Bhandari,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Adrian Edmondson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nina Li Chi,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Edouard Bamporiki,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sean Patrick Thomas,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sebastian Fabijański,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Eleanor Summerfield,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Samantha Hill,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nezam Manouchehri,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Joseph Garner,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
June Squibb,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dana Wilson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nadereh Abdelahyeva,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Stephen Rakes,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nabiha Akkari,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Naama Schendar,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Stepin Fetchit,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Justin Peck,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Damián Delgado,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Juston Street,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Jóhannes Haukur Jóhannesson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mária Bodor,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Myles Paige,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mustapha Hansali,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Cécile Cassel,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kacper Olszewski,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Steve Sandor,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Curtis Caldwell,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kamil Malecki,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kamila Benhamza,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Curt Gareth,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kang Ji-hwan,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kang So-ra,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Mrinalini Sharma,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Kaniha,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Craig Stevens,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Craig Ferguson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
June Collyer,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Daniel Benzali,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Daniel Dugan,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Daniel Gélin,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Diana Elizabeth Torres,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dhafir Harris,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Dennis Alexio,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Denise Péronne,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nathan Wetherington,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Agnes Ayres,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Nathan Varnson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
José María Yazpik,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sir Ken Robinson,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
David Verdaguer,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Judi Bowker,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Solveig Dommartin,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
David Ellison,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Margarita Lozano,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Julia Jäger,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Naomi Scott,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Darling Légitimus,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Stacey Miller,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Juliane Köhler,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Juliano Cazarré,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Danny Pino,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Danny Nussbaum,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Stany Crets,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Stefania Rocca,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Juliet Prowse,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Daniel Henshall,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Julio Alemán,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Daniel Henney,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Spencer Grammer,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Sam Repshas,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Joanna Orleańska,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Erica Lindbeck,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Peter Berling,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Harry Carey,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
James Lance,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Regina Orozco,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Reha Özcan,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Perihan Savaş,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
James Patrick Stuart,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
Hannah Hoekstra,6.3,1,6.3,8145.5,12460.0,10302.75,11374.0
